k_parent,k_child,parent_gep,child_gep,similarity,parent_celltype,child_celltype,celltype_match
27,28,25,27,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
27,28,23,28,0.4754,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,7,1,0.9778,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,6,2,0.9873,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,7,3,0.9964,Ambiguous/Mixed,DC_family,False
28,29,5,4,0.8416,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,17,5,0.9894,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,6,6,0.9945,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,7,7,0.996,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,10,8,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,14,9,0.9996,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,10,10,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,16,11,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,21,12,0.5858,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,10,13,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,16,14,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,17,15,0.9992,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,18,16,0.9986,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,10,17,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,17,18,0.9982,Ambiguous/Mixed,Macrophage_family,False
28,29,10,19,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,23,20,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,22,21,0.9999,Macrophage_family,Macrophage_family,True
28,29,21,22,0.5846,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,25,23,0.9994,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,2,24,0.4117,DC_family,Ambiguous/Mixed,False
28,29,25,25,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,27,26,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,10,27,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,5,28,0.4966,Ambiguous/Mixed,Ambiguous/Mixed,True
28,29,21,29,0.4484,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,4,1,0.9385,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,4,2,0.9801,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,4,3,0.9976,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,15,4,0.9974,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,23,5,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,10,6,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,26,7,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,9,8,0.6328,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,16,9,0.9989,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,14,10,0.9978,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,18,11,0.9988,Macrophage_family,Ambiguous/Mixed,False
29,30,2,12,0.6619,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,20,13,0.9996,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,21,14,0.9996,Macrophage_family,Ambiguous/Mixed,False
29,30,,15,0.1898,,Ambiguous/Mixed,False
29,30,27,16,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,23,17,0.9996,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,26,18,0.9997,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,21,19,0.9999,Macrophage_family,Macrophage_family,True
29,30,11,20,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,27,21,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,27,22,1.0,Ambiguous/Mixed,DC_family,False
29,30,24,23,0.6667,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,20,24,0.6523,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,24,25,0.6665,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,,26,0.2911,,Ambiguous/Mixed,False
29,30,12,27,0.7358,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,,28,0.2908,,Ambiguous/Mixed,False
29,30,10,29,0.7951,Ambiguous/Mixed,Ambiguous/Mixed,True
29,30,,30,0.0779,,Ambiguous/Mixed,False
30,31,2,1,0.9998,Ambiguous/Mixed,DC_family,False
30,31,13,2,0.9958,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,10,3,0.9964,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,2,4,0.8776,Ambiguous/Mixed,Mac_SPP1,False
30,31,6,5,0.9989,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,2,6,0.9924,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,2,7,0.9461,Ambiguous/Mixed,Mast,False
30,31,3,8,0.9996,Ambiguous/Mixed,DC_family,False
30,31,4,9,0.9939,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,16,10,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,17,11,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,22,12,1.0,DC_family,Ambiguous/Mixed,False
30,31,20,13,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,11,14,0.999,Ambiguous/Mixed,Macrophage_family,False
30,31,23,15,0.6667,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,13,16,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,14,17,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,13,18,0.9997,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,21,19,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,16,20,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,16,21,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,21,22,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,15,23,0.4967,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,10,24,0.4118,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,14,25,0.3133,Ambiguous/Mixed,Monocyte_family,False
30,31,26,26,0.5522,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,23,27,0.4061,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,21,28,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,16,29,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,24,30,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
30,31,16,31,1.0,Ambiguous/Mixed,DC_family,False
31,32,8,1,0.8343,DC_family,DC_pDC,False
31,32,9,2,0.9968,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,11,3,0.9969,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,3,4,0.9965,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,11,5,0.998,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,17,6,0.9991,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,11,7,0.9972,Ambiguous/Mixed,DC_family,False
31,32,10,8,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,9,9,0.9946,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,28,10,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,17,11,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,18,12,0.9988,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,17,13,0.9994,Ambiguous/Mixed,Macrophage_family,False
31,32,13,14,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,16,15,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,15,16,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,9,17,0.7094,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,27,18,0.4005,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,26,19,0.5524,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,22,20,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,28,21,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,23,22,0.4963,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,17,23,0.3201,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,13,24,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,26,25,0.5524,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,25,26,0.5142,Monocyte_family,Ambiguous/Mixed,False
31,32,29,27,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,31,28,1.0,DC_family,Ambiguous/Mixed,False
31,32,,29,0.1925,,Ambiguous/Mixed,False
31,32,10,30,0.3123,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,22,31,0.7958,Ambiguous/Mixed,Ambiguous/Mixed,True
31,32,,32,0.1797,,Ambiguous/Mixed,False
32,33,9,1,0.8783,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,4,2,0.9937,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,15,3,0.9949,Ambiguous/Mixed,DC_pDC,False
32,33,2,4,0.8885,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,4,5,0.9889,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,3,6,0.9991,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,3,7,0.9993,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,12,8,0.9968,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,13,9,0.9977,Macrophage_family,Ambiguous/Mixed,False
32,33,28,10,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,27,11,1.0,Ambiguous/Mixed,DC_family,False
32,33,28,12,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,12,13,0.9975,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,13,14,0.9996,Macrophage_family,Macrophage_family,True
32,33,31,15,0.7821,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,24,16,1.0,Ambiguous/Mixed,DC_family,False
32,33,20,17,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,27,18,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,28,19,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,28,20,0.7952,Ambiguous/Mixed,DC_family,False
32,33,10,21,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,2,22,0.6689,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,27,23,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,16,24,0.4468,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,22,25,0.4964,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,10,26,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,27,27,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,10,28,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,10,29,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,28,30,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,16,31,0.6667,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,26,32,0.3627,Ambiguous/Mixed,Ambiguous/Mixed,True
32,33,16,33,0.6662,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,2,1,0.9937,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,1,2,0.9989,Ambiguous/Mixed,DC_family,False
33,34,1,3,0.7444,Ambiguous/Mixed,Mac_IL1B,False
33,34,6,4,0.9895,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,23,5,0.9992,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,8,6,0.9943,Ambiguous/Mixed,Mast,False
33,34,5,7,0.9981,Ambiguous/Mixed,DC_family,False
33,34,6,8,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,16,9,0.9997,DC_family,Ambiguous/Mixed,False
33,34,17,10,0.9991,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,17,11,0.9994,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,21,12,0.9989,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,17,13,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,8,14,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,19,15,0.6308,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,18,16,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,16,17,0.9999,DC_family,Ambiguous/Mixed,False
33,34,24,18,0.4469,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,21,19,0.9989,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,13,20,0.9986,Ambiguous/Mixed,Mast,False
33,34,14,21,0.9997,Macrophage_family,Macrophage_family,True
33,34,,22,0.2843,,Ambiguous/Mixed,False
33,34,17,23,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,29,24,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,29,25,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,30,26,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,29,27,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,29,28,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,31,29,0.4765,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,19,30,1.0,Ambiguous/Mixed,Macrophage_family,False
33,34,22,31,0.4508,Ambiguous/Mixed,Ambiguous/Mixed,True
33,34,,32,0.2842,,Ambiguous/Mixed,False
33,34,22,33,0.3438,Ambiguous/Mixed,DC_family,False
33,34,30,34,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,2,1,0.9286,DC_family,DC_pDC,False
34,35,2,2,0.9968,DC_family,Ambiguous/Mixed,False
34,35,2,3,0.9131,DC_family,Ambiguous/Mixed,False
34,35,2,4,0.9603,DC_family,Ambiguous/Mixed,False
34,35,5,5,0.9998,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,8,6,0.9991,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,8,7,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,8,8,0.9986,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,12,9,0.9983,Ambiguous/Mixed,Mast,False
34,35,7,10,0.9948,DC_family,DC_family,True
34,35,21,11,0.9964,Macrophage_family,Ambiguous/Mixed,False
34,35,21,12,0.9961,Macrophage_family,Ambiguous/Mixed,False
34,35,12,13,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,11,14,0.9997,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,23,15,0.999,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,17,16,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,12,17,0.9995,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,21,18,0.8119,Macrophage_family,Ambiguous/Mixed,False
34,35,2,19,0.9536,DC_family,Ambiguous/Mixed,False
34,35,16,20,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,16,21,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,17,22,1.0,Ambiguous/Mixed,DC_family,False
34,35,21,23,0.9994,Macrophage_family,Macrophage_family,True
34,35,12,24,0.9989,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,23,25,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,12,26,0.9996,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,26,27,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,25,28,0.9999,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,30,29,0.9999,Macrophage_family,Macrophage_family,True
34,35,26,30,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,,31,0.2837,,Ambiguous/Mixed,False
34,35,34,32,1.0,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,,33,0.1225,,Ambiguous/Mixed,False
34,35,23,34,0.7981,Ambiguous/Mixed,Ambiguous/Mixed,True
34,35,9,35,0.7982,Ambiguous/Mixed,Monocyte_family,False
